,Year,Donor Name,CBPF Name,Paid Amount,Pledged Amount,Total Contributions,Local Curency,Exchange Rate,Paid Amount (Local Currency),Pledged Amount (Local Currency),Total Contributions (Local Currency)
206,2020,Switzerland,Myanmar,1635102.39,0.0,1635102.39,CHF,0.92,1500000.0,0,1500000.0
207,2020,Switzerland,Nigeria,2129686.58,0.0,2129686.58,CHF,0.94,2000000.0,0,2000000.0
208,2020,Switzerland,oPt,3155208.84,0.0,3155208.84,CHF,0.95,3000000.0,0,3000000.0
209,2020,Switzerland,Somalia,1052560.0,0.0,1052560.0,CHF ,0.94,994143.0,0,994143.0
210,2020,Switzerland,Somalia,999950.0,0.0,999950.0,USD ,1.0,999950.0,0,999950.0
211,2020,Switzerland,South Sudan,1049315.74,0.0,1049315.74,CHF ,0.94,987406.0,0,987406.0
212,2020,Switzerland,Sudan,2157063.72,0.0,2157063.72,CHF ,0.94,2036683.0,0,2036683.0
213,2020,Switzerland,Syria,2125398.51,0.0,2125398.51,CHF,0.94,2000000.0,0,2000000.0
214,2020,Switzerland,Syria Cross border,3152122.77,0.0,3152122.77,CHF,0.95,3000000.0,0,3000000.0
215,2020,Switzerland,Venezuela,489130.43,0.0,489130.43,CHF,0.92,450000.0,0,450000.0
216,2020,Switzerland,Yemen,2585315.41,0.0,2585315.41,CHF,0.97,2500000.0,0,2500000.0
217,2020,UN and Other Agencies,Myanmar,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
218,2020,United Kingdom,Afghanistan,29010900.0,0.0,29010900.0,GBP ,0.79,22868574.0,0,22868574.0
219,2020,United Kingdom,CAR,7426800.04,0.0,7426800.04,GBP ,0.8,5954659.0,0,5954659.0
220,2020,United Kingdom,DRC,4025700.0,0.0,4025700.0,GBP ,0.75,3015249.0,0,3015249.0
221,2020,United Kingdom,Ethiopia,14128983.57,0.0,14128983.57,GBP,0.78,11000000.0,0,11000000.0
222,2020,United Kingdom,Iraq,4675901.75,0.0,4675901.75,GBP,0.79,3690000.0,0,3690000.0
223,2020,United Kingdom,Jordan,2472187.89,0.0,2472187.89,GBP,0.81,2000000.0,0,2000000.0
224,2020,United Kingdom,Myanmar,1930501.93,0.0,1930501.93,GBP,0.78,1500000.0,0,1500000.0
225,2020,United Kingdom,Pakistan,5703179.39,0.0,5703179.39,GBP,0.79,4500000.0,0,4500000.0
226,2020,United Kingdom,Somalia,4644600.0,0.0,4644600.0,GBP ,0.75,3499829.0,0,3499829.0
227,2020,United Kingdom,South Sudan,8962450.0,0.0,8962450.0,GBP ,0.8,7214772.0,0,7214772.0
228,2020,United Kingdom,Sudan,37386680.0,0.0,37386680.0,GBP ,0.8,29737308.0,0,29737308.0
229,2020,United Kingdom,Syria,12670226.97,0.0,12670226.97,GBP,0.79,10000000.0,0,10000000.0
230,2020,United Kingdom,Syria Cross border,33638848.31,0.0,33638848.31,GBP,0.77,26000000.0,0,26000000.0
231,2020,United Kingdom,Venezuela,2403204.27,0.0,2403204.27,GBP,0.75,1800000.0,0,1800000.0
232,2020,United Kingdom,Yemen,13037809.65,0.0,13037809.65,GBP,0.77,10000000.0,0,10000000.0
233,2020,United States,Ethiopia,8000000.0,0.0,8000000.0,USD,1.0,8000000.0,0,8000000.0
234,2020,United States,Myanmar,2000000.0,0.0,2000000.0,USD,1.0,2000000.0,0,2000000.0
0,2022,Australia,Afghanistan,13899489.03,0.0,13899489.03,AUD ,1.41,19632099.0,0,19632099.0
1,2022,Australia,Myanmar,3865829.92,0.0,3865829.92,AUD,1.38,5350308.61,0,5350308.61
2,2022,Australia,Ukraine,11057065.12,0.0,11057065.12,AUD,1.36,15004437.37,0,15004437.37
3,2022,Azerbaijan,Yemen,30000.0,0.0,30000.0,USD,1.0,30000.0,0,30000.0
4,2022,Bangladesh,Afghanistan,116009.28,0.0,116009.28,BDT ,93.12,10802784.0,0,10802784.0
5,2022,Belgium,Burkina Faso (RhPF),3370786.52,0.0,3370786.52,EUR,0.89,3000000.0,0,3000000.0
6,2022,Belgium,DRC,9402598.0,0.0,9402598.0,EUR ,0.91,8584572.0,0,8584572.0
7,2022,Belgium,Lebanon,4494382.02,0.0,4494382.02,EUR,0.89,4000000.0,0,4000000.0
8,2022,Belgium,Nigeria,5617977.53,0.0,5617977.53,EUR,0.89,5000000.0,0,5000000.0
9,2022,Belgium,oPt,4494382.02,0.0,4494382.02,EUR,0.89,4000000.0,0,4000000.0
10,2022,Belgium,Syria,7865168.54,0.0,7865168.54,EUR,0.89,7000000.0,0,7000000.0
11,2022,Belgium,Syria Cross border,4494382.02,0.0,4494382.02,EUR,0.89,4000000.0,0,4000000.0
12,2022,Belgium,Yemen,5617977.53,0.0,5617977.53,EUR,0.89,5000000.0,0,5000000.0
13,2022,Canada,Burkina Faso (RhPF),796333.8,0.0,796333.8,CAD,1.26,999714.81,0,999714.81
14,2022,Canada,CAR,2232216.56,0.0,2232216.56,CAD ,1.25,2783589.0,0,2783589.0
15,2022,Canada,DRC,4384817.39,0.0,4384817.39,CAD ,1.25,5468056.0,0,5468056.0
16,2022,Canada,Ethiopia,7971029.88,0.0,7971029.88,CAD,1.25,9997879.44,0,9997879.44
17,2022,Canada,Iraq,997477.58,0.0,997477.58,CAD,1.25,1249839.41,0,1249839.41
18,2022,Canada,Lebanon,1316670.4,0.0,1316670.4,CAD,1.25,1649788.02,0,1649788.02
19,2022,Canada,Myanmar,1994955.16,0.0,1994955.16,CAD,1.25,2499678.81,0,2499678.81
20,2022,Canada,Niger (RhPF),797982.06,0.0,797982.06,CAD,1.25,999871.52,0,999871.52
21,2022,Canada,Nigeria,2789640.68,0.0,2789640.68,CAD,1.25,3499236.91,0,3499236.91
22,2022,Canada,Somalia,4776944.56,0.0,4776944.56,CAD ,1.25,5947296.0,0,5947296.0
23,2022,Canada,South Sudan,2868398.56,0.0,2868398.56,CAD ,1.25,3574516.0,0,3574516.0
24,2022,Canada,Sudan,4898599.99,0.0,4898599.99,CAD ,1.25,6102117.0,0,6102117.0
25,2022,Canada,Syria,3191928.25,0.0,3191928.25,CAD,1.25,3999486.1,0,3999486.1
26,2022,Canada,Syria Cross border,3191928.25,0.0,3191928.25,CAD,1.25,3999486.1,0,3999486.1
27,2022,Canada,Ukraine,30966083.97,0.0,30966083.97,CAD,1.29,40011237.17,0,40011237.17
28,2022,Canada,Venezuela,1196973.09,0.0,1196973.09,CAD,1.25,1499807.29,0,1499807.29
29,2022,Canada,Yemen,7497185.43,0.0,7497185.43,CAD,1.25,9398426.67,0,9398426.67
30,2022,Croatia,Afghanistan,0.0,100000.0,100000.0,,0.0,0.0,100000,100000.0
31,2022,Cyprus,Afghanistan,30762.15,0.0,30762.15,EUR ,0.95,29193.0,0,29193.0
32,2022,Cyprus,Ukraine,110515.02,0.0,110515.02,EUR,0.9,100016.09,0,100016.09
33,2022,Cyprus,Yemen,27901.79,0.0,27901.79,EUR,0.9,25000.0,0,25000.0
34,2022,Denmark,Afghanistan,2482830.17,0.0,2482830.17,DKK ,7.13,17690165.0,0,17690165.0
35,2022,Denmark,Ethiopia,4213234.02,0.0,4213234.02,DKK,7.12,29998226.22,0,29998226.22
36,2022,Denmark,Lebanon,4213310.94,0.0,4213310.94,DKK,7.12,29998773.89,0,29998773.89
37,2022,Denmark,Somalia,3834268.2,0.0,3834268.2,DKK ,6.55,25122125.0,0,25122125.0
38,2022,Denmark,Syria,4915425.88,0.0,4915425.88,DKK,7.12,34997832.27,0,34997832.27
39,2022,Denmark,Syria Cross border,5476911.94,0.0,5476911.94,DKK,7.12,39001089.92,0,39001089.92
40,2022,Denmark,Ukraine,4509126.27,0.0,4509126.27,DKK,6.65,29999217.07,0,29999217.07
41,2022,Denmark,Yemen,5336695.64,0.0,5336695.64,DKK,7.12,38002609.65,0,38002609.65
42,2022,Estonia,Ukraine,194506.32,0.0,194506.32,EUR,0.9,175000.0,0,175000.0
43,2022,Finland,Ukraine,0.0,8016032.06,8016032.06,EUR,0.0,0.0,8000000,8000000.0
44,2022,France,Burkina Faso (RhPF),525210.08,0.0,525210.08,EUR,0.95,500000.0,0,500000.0
45,2022,France,Ethiopia,1050420.17,0.0,1050420.17,EUR,0.95,1000000.0,0,1000000.0
46,2022,France,Lebanon,1050420.17,0.0,1050420.17,EUR,0.95,1000000.0,0,1000000.0
47,2022,France,Niger (RhPF),525210.08,0.0,525210.08,EUR,0.95,500000.0,0,500000.0
48,2022,France,Syria Cross border,9617687.84,0.0,9617687.84,EUR,0.94,9000000.0,0,9000000.0
49,2022,France,Ukraine,2111932.42,0.0,2111932.42,EUR,0.95,2000000.0,0,2000000.0
50,2022,France,Yemen,1050420.17,0.0,1050420.17,EUR,0.95,1000000.0,0,1000000.0
51,2022,Germany,Afghanistan,50291600.0,0.0,50291600.0,EUR ,0.97,48531394.0,0,48531394.0
52,2022,Germany,CAR,7131439.0,0.0,7131439.0,EUR ,0.95,6806184.0,0,6806184.0
53,2022,Germany,DRC,12157131.51,0.0,12157131.51,EUR ,0.92,11239803.0,0,11239803.0
54,2022,Germany,Ethiopia,4481433.42,7772020.73,12253454.15,EUR,0.89,4000000.0,7500000,11500000.0
55,2022,Germany,Myanmar,0.0,4145077.72,4145077.72,EUR,0.0,0.0,4000000,4000000.0
56,2022,Germany,Niger (RhPF),4409466.27,2072538.86,6482005.13,EUR,0.91,4000000.0,2000000,6000000.0
57,2022,Germany,Nigeria,1686597.29,4145077.72,5831675.01,EUR,0.89,1500000.0,4000000,5500000.0
58,2022,Germany,oPt,2247191.01,4145077.72,6392268.73,EUR,0.89,2000000.0,4000000,6000000.0
59,2022,Germany,Somalia,0.0,3006012.02,3006012.02,,0.0,0.0,3000000,3000000.0
60,2022,Germany,Somalia,11336647.0,0.0,11336647.0,EUR ,0.94,10712856.0,0,10712856.0
61,2022,Germany,South Sudan,0.0,1002004.01,1002004.01,,0.0,0.0,1000000,1000000.0
62,2022,Germany,South Sudan,9143105.0,0.0,9143105.0,EUR ,0.96,8747442.0,0,8747442.0
63,2022,Germany,Sudan,9691655.5,0.0,9691655.5,EUR ,0.95,9238943.0,0,9238943.0
64,2022,Germany,Syria Cross border,24477356.06,0.0,24477356.06,EUR,0.92,22500000.0,0,22500000.0
65,2022,Germany,Ukraine,18538249.01,10362694.3,28900943.31,EUR,0.92,17000000.0,10000000,27000000.0
66,2022,Germany,Venezuela,0.0,3108808.29,3108808.29,EUR,0.0,0.0,3000000,3000000.0
67,2022,Greece,Yemen,0.0,31678.99,31678.99,EUR,0.0,0.0,30000,30000.0
68,2022,Guyana,Afghanistan,25000.0,0.0,25000.0,USD ,1.0,25000.0,0,25000.0
69,2022,Guyana,Yemen,50000.0,0.0,50000.0,USD,1.0,50000.0,0,50000.0
70,2022,Iceland,Afghanistan,308190.15,0.0,308190.15,ISK ,128.02,39454503.0,0,39454503.0
71,2022,Iceland,Lebanon,194507.12,0.0,194507.12,ISK,128.53,25000000.13,0,25000000.13
72,2022,Iceland,Niger (RhPF),0.0,176516.27,176516.27,ISK,0.0,0.0,25000000,25000000.0
73,2022,Iceland,oPt,192618.85,0.0,192618.85,ISK,129.79,25000000.54,0,25000000.54
74,2022,Iceland,Syria,194643.41,0.0,194643.41,ISK,128.44,24999999.58,0,24999999.58
75,2022,Iceland,Ukraine,531063.29,0.0,531063.29,ISK,131.81,69999829.55,0,69999829.55
76,2022,Iceland,Yemen,194386.13,0.0,194386.13,ISK,128.61,25000000.18,0,25000000.18
77,2022,Ireland,Afghanistan,1584000.0,0.0,1584000.0,EUR ,0.95,1507968.0,0,1507968.0
78,2022,Ireland,CAR,2624250.0,0.0,2624250.0,EUR ,0.95,2490413.0,0,2490413.0
79,2022,Ireland,DRC,2537500.0,0.0,2537500.0,EUR ,1.0,2527350.0,0,2527350.0
80,2022,Ireland,Ethiopia,6322444.68,0.0,6322444.68,EUR,0.95,6000000.0,0,6000000.0
81,2022,Ireland,Iraq,1095290.25,0.0,1095290.25,EUR,0.91,1000000.0,0,1000000.0
82,2022,Ireland,Lebanon,2111932.42,0.0,2111932.42,EUR,0.95,2000000.0,0,2000000.0
83,2022,Ireland,Nigeria,1002004.01,0.0,1002004.01,EUR,1.0,1000000.0,0,1000000.0
84,2022,Ireland,oPt,315126.05,0.0,315126.05,EUR,0.95,300000.0,0,300000.0
85,2022,Ireland,Somalia,3309591.0,0.0,3309591.0,EUR ,0.9,2965394.0,0,2965394.0
86,2022,Ireland,South Sudan,2754241.0,0.0,2754241.0,EUR ,0.91,2514622.0,0,2514622.0
87,2022,Ireland,Sudan,3305091.0,0.0,3305091.0,EUR ,0.91,3017548.0,0,3017548.0
88,2022,Ireland,Syria Cross border,2738225.63,0.0,2738225.63,EUR,0.91,2500000.0,0,2500000.0
89,2022,Ireland,Ukraine,3285870.76,0.0,3285870.76,EUR,0.91,3000000.0,0,3000000.0
90,2022,Ireland,Yemen,5580357.14,0.0,5580357.14,EUR,0.9,5000000.0,0,5000000.0
91,2022,Italy,Ethiopia,2072538.86,0.0,2072538.86,EUR,0.97,2000000.0,0,2000000.0
92,2022,Italy,oPt,547645.13,0.0,547645.13,EUR,0.91,500000.0,0,500000.0
93,2022,Italy,Ukraine,6571741.51,0.0,6571741.51,EUR,0.91,6000000.0,0,6000000.0
94,2022,Japan,Iraq,280596.0,0.0,280596.0,USD,1.0,280596.0,0,280596.0
95,2022,Japan,Syria,200673.0,0.0,200673.0,USD,1.0,200673.0,0,200673.0
96,2022,Japan,Ukraine,4500000.0,0.0,4500000.0,USD,1.0,4500000.0,0,4500000.0
97,2022,Jersey,CAR,198641.4,0.0,198641.4,GBP ,0.76,151762.0,0,151762.0
98,2022,Jersey,Ethiopia,121212.12,0.0,121212.12,GBP,0.83,100000.0,0,100000.0
99,2022,Jersey,South Sudan,198641.4,0.0,198641.4,GBP ,0.76,151762.0,0,151762.0
100,2022,Jersey,Syria,196335.08,0.0,196335.08,GBP,0.76,150000.0,0,150000.0
101,2022,Jersey,Ukraine,160642.57,0.0,160642.57,GBP,0.75,120000.0,0,120000.0
102,2022,Jersey,Yemen,134048.26,0.0,134048.26,GBP,0.75,100000.0,0,100000.0
103,2022,"Korea, Republic of",Lebanon,200000.0,0.0,200000.0,USD,1.0,200000.0,0,200000.0
104,2022,"Korea, Republic of",Myanmar,200000.0,0.0,200000.0,USD,1.0,200000.0,0,200000.0
105,2022,"Korea, Republic of",Syria,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
106,2022,"Korea, Republic of",Ukraine,500000.0,0.0,500000.0,USD,1.0,500000.0,0,500000.0
107,2022,"Korea, Republic of",Yemen,2000000.0,0.0,2000000.0,USD,1.0,2000000.0,0,2000000.0
108,2022,Kuwait,Yemen,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
109,2022,Lithuania,Ukraine,337078.65,0.0,337078.65,EUR,0.89,300000.0,0,300000.0
110,2022,Lithuania,Yemen,32258.06,0.0,32258.06,EUR,0.93,30000.0,0,30000.0
111,2022,Luxembourg,Afghanistan,368373.25,0.0,368373.25,EUR ,0.95,350691.0,0,350691.0
112,2022,Luxembourg,Burkina Faso (RhPF),380434.78,0.0,380434.78,EUR,0.92,350000.0,0,350000.0
113,2022,Luxembourg,CAR,315748.5,0.0,315748.5,EUR ,0.95,300593.0,0,300593.0
114,2022,Luxembourg,DRC,368373.25,0.0,368373.25,EUR ,0.95,350691.0,0,350691.0
115,2022,Luxembourg,Iraq,326086.96,0.0,326086.96,EUR,0.92,300000.0,0,300000.0
116,2022,Luxembourg,Myanmar,380434.78,0.0,380434.78,EUR,0.92,350000.0,0,350000.0
117,2022,Luxembourg,Nigeria,108695.65,0.0,108695.65,EUR,0.92,100000.0,0,100000.0
118,2022,Luxembourg,South Sudan,315748.5,0.0,315748.5,EUR ,0.95,300593.0,0,300593.0
119,2022,Luxembourg,Syria,380434.78,0.0,380434.78,EUR,0.92,350000.0,0,350000.0
120,2022,Luxembourg,Ukraine,380434.78,0.0,380434.78,EUR,0.92,350000.0,0,350000.0
121,2022,Luxembourg,Yemen,380434.78,0.0,380434.78,EUR,0.92,350000.0,0,350000.0
122,2022,Malaysia,Afghanistan,100000.0,0.0,100000.0,USD ,1.0,100000.0,0,100000.0
123,2022,Malaysia,Yemen,100000.0,0.0,100000.0,USD,1.0,100000.0,0,100000.0
124,2022,Morocco,Yemen,1000000.0,0.0,1000000.0,USD,1.0,1000000.0,0,1000000.0
125,2022,Netherlands,Afghanistan,21628900.0,0.0,21628900.0,EUR ,0.9,19379494.0,0,19379494.0
126,2022,Netherlands,Burkina Faso (RhPF),6696428.57,0.0,6696428.57,EUR,0.9,6000000.0,0,6000000.0
127,2022,Netherlands,DRC,7570115.0,0.0,7570115.0,EUR ,0.9,6782823.0,0,6782823.0
128,2022,Netherlands,Somalia,9733005.0,0.0,9733005.0,EUR ,0.9,8720772.0,0,8720772.0
129,2022,Netherlands,South Sudan,9733005.0,0.0,9733005.0,EUR ,0.9,8720772.0,0,8720772.0
130,2022,Netherlands,Sudan,7570115.0,0.0,7570115.0,EUR ,0.9,6782823.0,0,6782823.0
131,2022,Netherlands,Syria,5580357.14,0.0,5580357.14,EUR,0.9,5000000.0,0,5000000.0
132,2022,Netherlands,Syria Cross border,10044642.86,0.0,10044642.86,EUR,0.9,9000000.0,0,9000000.0
133,2022,Netherlands,Ukraine,22321428.57,0.0,22321428.57,EUR,0.9,20000000.0,0,20000000.0
134,2022,Netherlands,Yemen,14508928.57,0.0,14508928.57,EUR,0.9,13000000.0,0,13000000.0
135,2022,New Zealand,Ethiopia,1088150.0,0.0,1088150.0,NZD,1.61,1749745.2,0,1749745.2
136,2022,New Zealand,Myanmar,1709950.0,0.0,1709950.0,NZD,1.61,2749599.6,0,2749599.6
137,2022,New Zealand,Ukraine,1363400.0,0.0,1363400.0,NZD,1.47,2000107.8,0,2000107.8
138,2022,Norway,Afghanistan,0.0,894854.59,894854.59,,0.0,0.0,8000000,8000000.0
139,2022,Norway,Burkina Faso (RhPF),512924.62,0.0,512924.62,NOK,9.75,4999989.23,0,4999989.23
140,2022,Norway,DRC,508022.15,0.0,508022.15,NOK ,10.24,5200623.0,0,5200623.0
141,2022,Norway,Ethiopia,5161320.19,0.0,5161320.19,NOK,8.72,45001550.73,0,45001550.73
142,2022,Norway,Niger (RhPF),512924.62,0.0,512924.62,NOK,9.75,4999989.23,0,4999989.23
143,2022,Norway,Nigeria,1231019.1,0.0,1231019.1,NOK,9.75,11999974.15,0,11999974.15
144,2022,Norway,oPt,1025849.25,0.0,1025849.25,NOK,9.75,9999978.46,0,9999978.46
145,2022,Norway,Somalia,4787335.39,0.0,4787335.39,NOK ,8.75,41903547.0,0,41903547.0
146,2022,Norway,South Sudan,4084451.77,0.0,4084451.77,NOK ,9.65,39410875.0,0,39410875.0
147,2022,Norway,Sudan,2046020.81,0.0,2046020.81,NOK ,9.65,19742055.0,0,19742055.0
148,2022,Norway,Syria,6668020.1,0.0,6668020.1,NOK,9.75,64999859.96,0,64999859.96
149,2022,Norway,Syria Cross border,7180944.73,0.0,7180944.73,NOK,9.75,69999849.19,0,69999849.19
150,2022,Norway,Ukraine,6128542.14,0.0,6128542.14,NOK,8.81,54000353.33,0,54000353.33
151,2022,Norway,Venezuela,512924.62,0.0,512924.62,NOK,9.75,4999989.23,0,4999989.23
152,2022,Norway,Yemen,3077547.74,0.0,3077547.74,NOK,9.75,29999935.37,0,29999935.37
153,2022,Philippines,Afghanistan,200000.0,0.0,200000.0,USD ,1.0,200000.0,0,200000.0
154,2022,Philippines,Ukraine,100000.0,0.0,100000.0,USD,1.0,100000.0,0,100000.0
155,2022,Private donations (through UNF),Afghanistan,174365.99,0.0,174365.99,USD ,1.0,174366.0,0,174366.0
156,2022,Private donations (through UNF),Ethiopia,7586.27,0.0,7586.27,USD,1.0,7586.27,0,7586.27
157,2022,Private donations (through UNF),Iraq,1075.41,0.0,1075.41,USD,1.0,1075.41,0,1075.41
158,2022,Private donations (through UNF),Jordan,655.93,0.0,655.93,USD,1.0,655.93,0,655.93
159,2022,Private donations (through UNF),Lebanon,4089.19,0.0,4089.19,USD,1.0,4089.19,0,4089.19
160,2022,Private donations (through UNF),Myanmar,2449.83,0.0,2449.83,USD,1.0,2449.83,0,2449.83
161,2022,Private donations (through UNF),Nigeria,225.12,0.0,225.12,USD,1.0,225.12,0,225.12
162,2022,Private donations (through UNF),oPt,6647.14,0.0,6647.14,USD,1.0,6647.14,0,6647.14
163,2022,Private donations (through UNF),Syria,6187.55,0.0,6187.55,USD,1.0,6187.55,0,6187.55
164,2022,Private donations (through UNF),Syria Cross border,614.25,0.0,614.25,USD,1.0,614.25,0,614.25
165,2022,Private donations (through UNF),Ukraine,7654288.83,0.0,7654288.83,USD,1.0,7654288.83,0,7654288.83
166,2022,Private donations (through UNF),Yemen,34422.78,0.0,34422.78,USD,1.0,34422.78,0,34422.78
167,2022,PRIVATE SECTOR,Ukraine,314870.2,0.0,314870.2,USD,1.0,314870.2,0,314870.2
168,2022,Slovenia,Ukraine,219058.05,0.0,219058.05,EUR,0.91,200000.0,0,200000.0
169,2022,Spain,Ukraine,5376344.09,0.0,5376344.09,EUR,0.93,5000000.0,0,5000000.0
170,2022,Sweden,Afghanistan,9233634.19,0.0,9233634.19,SEK ,9.85,90968746.0,0,90968746.0
171,2022,Sweden,DRC,0.0,0.0,0.0,,0.0,0.0,0,0.0
172,2022,Sweden,DRC,4158412.83,0.0,4158412.83,SEK ,9.73,40457198.0,0,40457198.0
173,2022,Sweden,Ethiopia,6172551.99,0.0,6172551.99,SEK,9.72,59997205.25,0,59997205.25
174,2022,Sweden,Lebanon,1748889.73,0.0,1748889.73,SEK,9.72,16999208.16,0,16999208.16
175,2022,Sweden,Myanmar,1646013.86,0.0,1646013.86,SEK,9.72,15999254.74,0,15999254.74
176,2022,Sweden,Nigeria,2263269.06,0.0,2263269.06,SEK,9.72,21998975.26,0,21998975.26
177,2022,Sweden,oPt,2263269.06,0.0,2263269.06,SEK,9.72,21998975.26,0,21998975.26
178,2022,Sweden,Somalia,3326730.27,0.0,3326730.27,SEK ,9.73,32365759.0,0,32365759.0
179,2022,Sweden,South Sudan,4158412.84,0.0,4158412.84,SEK ,9.73,40457199.0,0,40457199.0
180,2022,Sweden,Syria,3600655.32,0.0,3600655.32,SEK,9.72,34998369.74,0,34998369.74
181,2022,Sweden,Syria Cross border,6059360.49,0.0,6059360.49,SEK,9.9,59999998.32,0,59999998.32
182,2022,Sweden,Ukraine,7117245.06,0.0,7117245.06,SEK,9.83,69997908.7,0,69997908.7
183,2022,Sweden,Yemen,7715689.98,0.0,7715689.98,SEK,9.72,74996506.56,0,74996506.56
184,2022,Switzerland,Afghanistan,3222122.0,0.0,3222122.0,USD ,1.0,3222122.0,0,3222122.0
185,2022,Switzerland,CAR,0.0,1066098.08,1066098.08,,0.0,0.0,1000000,1000000.0
186,2022,Switzerland,CAR,859249.55,0.0,859249.55,CHF ,0.92,793947.0,0,793947.0
187,2022,Switzerland,Ethiopia,1547603.04,0.0,1547603.04,CHF,0.97,1500000.0,0,1500000.0
188,2022,Switzerland,Myanmar,521920.67,0.0,521920.67,CHF,0.96,500000.0,0,500000.0
189,2022,Switzerland,Niger (RhPF),0.0,270270.27,270270.27,CHF,0.0,0.0,250000,250000.0
190,2022,Switzerland,Nigeria,1006036.22,0.0,1006036.22,CHF,0.99,1000000.0,0,1000000.0
191,2022,Switzerland,oPt,1043841.34,0.0,1043841.34,CHF,0.96,1000000.0,0,1000000.0
192,2022,Switzerland,Somalia,1111040.0,0.0,1111040.0,USD ,1.0,1111040.0,0,1111040.0
193,2022,Switzerland,South Sudan,1086995.51,0.0,1086995.51,CHF ,0.93,1008732.0,0,1008732.0
194,2022,Switzerland,Sudan,832529.42,0.0,832529.42,CHF ,0.96,795898.0,0,795898.0
195,2022,Switzerland,Syria,1019367.99,0.0,1019367.99,CHF,0.98,1000000.0,0,1000000.0
196,2022,Switzerland,Syria Cross border,3601104.54,0.0,3601104.54,CHF,0.97,3500000.0,0,3500000.0
197,2022,Switzerland,Ukraine,538793.1,0.0,538793.1,CHF,0.93,500000.0,0,500000.0
198,2022,Switzerland,Venezuela,503018.11,0.0,503018.11,CHF,0.99,500000.0,0,500000.0
199,2022,Switzerland,Yemen,3862212.94,0.0,3862212.94,CHF,0.96,3700000.0,0,3700000.0
200,2022,United Kingdom,Afghanistan,101658000.0,0.0,101658000.0,GBP ,0.79,80005713.0,0,80005713.0
201,2022,United Kingdom,CAR,4936540.0,0.0,4936540.0,GBP ,0.81,4009202.0,0,4009202.0
202,2022,United Kingdom,Ethiopia,9451978.14,0.0,9451978.14,GBP,0.8,7600000.0,0,7600000.0
203,2022,United Kingdom,Iraq,361445.78,0.0,361445.78,GBP,0.75,270000.0,0,270000.0
204,2022,United Kingdom,Myanmar,744523.56,0.0,744523.56,GBP,0.76,568816.0,0,568816.0
205,2022,United Kingdom,Somalia,4446300.0,0.0,4446300.0,GBP ,0.77,3415628.0,0,3415628.0
206,2022,United Kingdom,South Sudan,2355800.0,0.0,2355800.0,GBP ,0.82,1924689.0,0,1924689.0
207,2022,United Kingdom,Sudan,2937120.0,0.0,2937120.0,GBP ,0.82,2411376.0,0,2411376.0
208,2022,United Kingdom,Syria,2444987.77,0.0,2444987.77,GBP,0.82,2000000.0,0,2000000.0
209,2022,United Kingdom,Syria Cross border,7334963.32,0.0,7334963.32,GBP,0.82,6000000.0,0,6000000.0
210,2022,United Kingdom,Ukraine,41856661.26,0.0,41856661.26,GBP,0.79,33000000.0,0,33000000.0
211,2022,United States,CAR,6000000.0,0.0,6000000.0,USD ,1.0,6000000.0,0,6000000.0
212,2022,United States,Sudan,8000000.0,0.0,8000000.0,USD ,1.0,8000000.0,0,8000000.0
213,2022,United States,Syria Cross border,3000000.0,0.0,3000000.0,USD,1.0,3000000.0,0,3000000.0
214,2022,United States,Ukraine,20000000.0,0.0,20000000.0,USD,1.0,20000000.0,0,20000000.0
215,2022,United States,Venezuela,2000000.0,0.0,2000000.0,USD,1.0,2000000.0,0,2000000.0
216,2022,United States,Yemen,5000000.0,0.0,5000000.0,USD,1.0,5000000.0,0,5000000.0
