"conflict_id","dyad_id","org","side_a_name","side_a_name_fulltext","side_a_name_mothertongue","side_a_id","side_a_components","side_a_2nd","gwno_a_2nd","side_b_name","side_b_name_fulltext","side_b_name_mothertongue","side_b_id","side_b_components","side_b_2nd","gwno_b_2nd","start_date","start_prec","start_date2","start_prec2","ep_end","ep_end_date","ep_end_prec","year","best_fatality_estimate","low_fatality_estimate","high_fatality_estimate","location","gwno_location","region","version"
"4886","5496","3","Pari","Pari","Pari","1011","","","","Toposa","Toposa","Toposa","692","","","","1990-12-31","5","1990-12-31","5","1","1990-12-31","5","1990","35","35","35","Sudan","625","4","22.1"
"4887","5497","1","Al-Shabaab","Al-Shabaab","n/a","717","","","","ONLF","Ogaden National Liberation Front","n/a","497","","","","2007-12-31","1","2007-12-31","1","1","2007-12-31","1","2007","40","40","40","Ethiopia","530","4","22.1"
"4888","5498","3","Arab","Arab","Arab","1012","","","","Kounta","Kounta","Kounta","1013","","","","1999-07-14","1","1999-07-14","1","1","1999-10-16","1","1999","59","59","77","Mali","432","4","22.1"
"4889","5499","3","Atyap","Atyap","Atyap","1014","","","","Hausa","Hausa","Hausa","608","","","","1992-02-06","1","1992-02-06","1","1","1992-05-16","2","1992","582","547","1925","Nigeria","475","4","22.1"
"4890","5500","3","Hausa","Hausa","Hausa","608","","","","Igbo, Yoruba","Igbo, Yoruba","Igbo, Yoruba","3797","621, 701","","","2001-10-13","2","2001-10-13","2","1","2001-10-13","2","2001","200","200","200","Nigeria","475","4","22.1"
"4891","5501","3","Jie","Jie","Jie","633","","","","Matheniko Karimojong","Matheniko Karimojong","Matheniko Karimojong","1029","","","","2005-03-31","3","2005-03-31","3","1","2005-03-31","3","2005","26","26","26","Uganda","500","4","22.1"
"4892","5502","2","Supporters of Laurent Gbagbo","Supporters of Laurent Gbagbo","n/a","1015","","","","Supporters of Alassane Outtara","Supporters of Alassane Outtara","n/a","1016","","","","2000-10-26","1","2000-10-26","1","1","2000-10-26","1","2000","31","31","31","Ivory Coast","437","4","22.1"
"4893","5503","2","Supporters of Didier Ratsiraka","Supporters of Didier Ratsiraka","n/a","1017","","","","Supporters of Marc Ravalomanana","Supporters of Marc Ravalomanana","n/a","1041","","","","2002-02-26","1","2002-04-13","1","1","2002-07-04","1","2002","79","79","79","Madagascar (Malagasy)","580","4","22.1"
"4894","5504","3","Mauritanian","Mauritanian","Mauritanian","1018","","","","Senegalese","Senegalese","n/a","1019","","","","1989-04-20","1","1989-04-25","2","1","1989-04-30","1","1989","221","221","637","Mauritania, Senegal","433, 435","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","1991-04-22","2","0","","","1991","350","300","550","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","1991-04-22","2","1","1992-03-13","1","1992","200","4","200","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","2000-02-24","2","1","2000-09-08","2","2000","1853","1348","5211","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","2002-06-26","1","1","2002-11-23","2","2002","201","196","479","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","2004-02-24","1","1","2004-11-12","1","2004","1281","901","1456","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","2006-02-20","1","1","2006-02-24","1","2006","141","141","181","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","2010-01-18","1","0","","","2010","104","104","284","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","2010-01-18","1","0","","","2011","880","880","1167","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","2010-01-18","1","1","2012-11-22","1","2012","126","126","133","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","2014-03-15","2","0","","","2014","336","329","474","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","2014-03-15","2","0","","","2015","25","25","25","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","2014-03-15","2","1","2016-12-25","2","2016","129","117","147","Nigeria","475","4","22.1"
"4895","5505","3","Christians (Nigeria)","Christians (Nigeria)","n/a","1020","","","","Muslims (Nigeria)","Muslims (Nigeria)","n/a","1021","","","","1991-04-22","2","2018-09-13","1","1","2018-12-23","1","2018","36","36","80","Nigeria","475","4","22.1"
"4896","5506","3","Bini","Bini","Bini","1022","","","","Urhobo","Urhobo","Urhobo","949","","","","1998-08-19","1","1998-08-19","1","1","1998-08-19","1","1998","50","50","50","Nigeria","475","4","22.1"
"4897","5507","2","Supporters of PDP","Supporters of People's Democratic Party","n/a","668","","","","Supporters of UNPP","Supporters of United Nigeria People's Party","n/a","1023","","","","2003-04-11","2","2003-04-11","2","1","2003-04-11","2","2003","31","31","31","Nigeria","475","4","22.1"
"4898","5508","2","Supporters of Jean-Bertrand Aristide","Supporters of Jean-Bertrand Aristide","n/a","850","","","","Supporters of Roger Lafontant","Supporters of Roger Lafontant","n/a","851","","","","1991-01-07","1","1991-01-07","1","1","1991-01-07","1","1991","40","37","50","Haiti","41","5","22.1"
"4899","5509","3","Meskhetian Turk","Meskhetian Turk","Meskhetian Turk","852","","","","Uzbek","Uzbek","Uzbek","853","","","","1989-06-06","2","1989-06-06","2","1","1989-06-06","2","1989","97","0","97","Russia (Soviet Union)","365","1","22.1"
"4900","5510","3","Kyrgyz","Kyrgyz","Kyrgyz","854","","","","Uzbek","Uzbek","Uzbek","853","","","","1990-06-04","1","1990-06-10","2","1","1990-06-10","2","1990","171","171","171","Russia (Soviet Union)","365","1","22.1"
"4900","5510","3","Kyrgyz","Kyrgyz","Kyrgyz","854","","","","Uzbek","Uzbek","Uzbek","853","","","","1990-06-04","1","2010-06-12","1","1","2010-06-15","2","2010","44","44","468","Kyrgyzstan","703","3","22.1"
"4901","5511","1","Taleban - Ali Dad faction","Taleban - Ali Dad faction","n/a","856","","","","Taleban - Mola Khel faction","Taleban - Mola Khel faction","n/a","857","","","","1996-03-26","2","1996-03-26","2","1","1996-03-26","2","1996","30","30","30","Afghanistan","700","3","22.1"
"4902","5512","3","Hindus (India)","Hindus (India)","n/a","858","","","","Muslims (India)","Muslims (India)","n/a","859","","","","1989-03-31","3","1989-09-30","3","0","","","1989","441","441","441","India","750","3","22.1"
"4902","5512","3","Hindus (India)","Hindus (India)","n/a","858","","","","Muslims (India)","Muslims (India)","n/a","859","","","","1989-03-31","3","1989-09-30","3","0","","","1990","1878","1878","2215","India","750","3","22.1"
"4902","5512","3","Hindus (India)","Hindus (India)","n/a","858","","","","Muslims (India)","Muslims (India)","n/a","859","","","","1989-03-31","3","1989-09-30","3","0","","","1991","96","96","162","India","750","3","22.1"
"4902","5512","3","Hindus (India)","Hindus (India)","n/a","858","","","","Muslims (India)","Muslims (India)","n/a","859","","","","1989-03-31","3","1989-09-30","3","1","1992-12-31","3","1992","462","451","1053","India","750","3","22.1"
"4902","5512","3","Hindus (India)","Hindus (India)","n/a","858","","","","Muslims (India)","Muslims (India)","n/a","859","","","","1989-03-31","3","2002-04-23","1","1","2002-12-24","1","2002","60","60","61","India","750","3","22.1"
"4902","5512","3","Hindus (India)","Hindus (India)","n/a","858","","","","Muslims (India)","Muslims (India)","n/a","859","","","","1989-03-31","3","2013-09-08","1","1","2013-11-03","1","2013","68","68","70","India","750","3","22.1"
"4902","5512","3","Hindus (India)","Hindus (India)","n/a","858","","","","Muslims (India)","Muslims (India)","n/a","859","","","","1989-03-31","3","2020-02-26","1","1","2020-03-05","3","2020","50","50","51","India","750","3","22.1"
"4903","5513","3","Christians (Indonesia)","Christians (Indonesia)","n/a","860","","","","Muslims (Indonesia)","Muslims (Indonesia)","n/a","861","","","","1999-01-20","2","1999-01-20","2","0","","","1999","504","443","1120","Indonesia","850","3","22.1"
"4903","5513","3","Christians (Indonesia)","Christians (Indonesia)","n/a","860","","","","Muslims (Indonesia)","Muslims (Indonesia)","n/a","861","","","","1999-01-20","2","1999-01-20","2","1","2000-11-26","3","2000","493","468","493","Indonesia","850","3","22.1"
"4903","5513","3","Christians (Indonesia)","Christians (Indonesia)","n/a","860","","","","Muslims (Indonesia)","Muslims (Indonesia)","n/a","861","","","","1999-01-20","2","2002-09-21","1","1","2002-09-21","1","2002","26","26","26","Indonesia","850","3","22.1"
"4903","5513","3","Christians (Indonesia)","Christians (Indonesia)","n/a","860","","","","Muslims (Indonesia)","Muslims (Indonesia)","n/a","861","","","","1999-01-20","2","2004-04-25","1","1","2004-11-13","1","2004","49","40","56","Indonesia","850","3","22.1"
"4904","5514","3","Akibu","Akibu","Akibu","4467","","","","Tonakau","Tonakau","Tonakau","4468","","","","1999-03-02","3","1999-03-12","3","1","1999-03-12","3","1999","60","60","60","Papua New Guinea","910","3","22.1"
"4905","5515","3","Christians (Philippines)","Christians (Philippines)","n/a","872","","","","Muslims (Philippines)","Muslims (Philippines)","n/a","873","","","","1993-02-05","1","1993-10-24","2","1","1993-12-26","1","1993","43","43","58","Philippines","840","3","22.1"
"4906","5516","2","Supporters of PA","Supporters of People's Alliance","n/a","875","","","","Supporters of UNP","Supporters of United National Party","Supporters of Eksath Jathika Pakshaya","874","","","","1994-07-28","3","1994-08-21","2","1","1994-11-05","1","1994","29","29","29","Sri Lanka","780","3","22.1"
"4907","5517","3","Santiago Xochiltepec","Santiago Xochiltepec","Santiago Xochiltepec","877","","","","Santo Domingo Teojomulco","Santo Domingo Teojomulco","Santo Domingo Teojomulco","876","","","","2002-05-31","2","2002-05-31","2","1","2002-05-31","2","2002","26","26","26","Mexico","70","5","22.1"
"4908","5518","3","Kuki","Kuki","Kuki","387","","","","Paite","Paite","Paite","878","","","","1997-07-08","3","1997-07-08","3","1","1997-12-21","1","1997","136","136","297","India","750","3","22.1"
"4910","5520","1","PKK","Kurdistan Worker’s Party","Partiya karkeren Kurdistan","323","","","","PUK","Patriotic Union of Kurdistan","n/a","261","","","","1992-10-04","1","1992-10-08","2","1","1992-10-08","2","1992","50","50","50","Iraq","645","2","22.1"
"4910","5520","1","PKK","Kurdistan Worker’s Party","Partiya karkeren Kurdistan","323","","","","PUK","Patriotic Union of Kurdistan","n/a","261","","","","1992-10-04","1","2000-09-22","3","1","2000-12-04","2","2000","92","92","105","Iraq","645","2","22.1"
"4911","5521","1","Forces of Michel Aoun","Forces of Michel Aoun","n/a","242","","","","PSP","Progressive Socialist Party","al-hizb al-taqadummi al-ishtiraki","879","","","","1989-03-11","1","1989-03-22","1","1","1989-05-02","1","1989","31","31","32","Lebanon","660","2","22.1"
"4912","5522","1","Lashkar of Orakzai tribe","Army of Orakzai tribe","Lashkar of Orakzai tribe","887","","","","TTP","Taleban Movement of Pakistan","Tehrik-i-Taliban Pakistan","356","","","","2009-08-18","1","2009-12-22","1","1","2009-12-22","1","2009","27","27","27","Pakistan","770","3","22.1"
"4913","5523","1","Forces of Turkestan Bhittani","Forces of Turkestan Bhittani","n/a","888","","","","TTP","Taleban Movement of Pakistan","Tehrik-i-Taliban Pakistan","356","","","","2008-06-24","2","2009-08-12","1","1","2009-10-06","1","2009","101","101","121","Pakistan","770","3","22.1"
"4914","5524","1","CNDD","National Council for the Defense of Democracy","Conseil national pour la défense de la démocratie","431","","","","Palipehutu-FNL","Party for the Liberation of the Hutu People-Forces for National Liberation","Parti pour la libération du peuple Hutu-Forces nationales de libération","432","","","","1996-12-31","3","1997-07-06","2","1","1997-07-06","2","1997","224","224","610","Burundi, Tanzania","510, 516","4","22.1"
"4915","5525","3","Dodoth","Dodoth","Dodoth","1038","","","","Turkana","Turkana","Turkana","693","","","","2000-06-11","1","2000-06-11","1","1","2000-06-11","1","2000","70","70","70","Uganda","500","4","22.1"
"4916","5526","3","Anuak","Anuak","Anuak","581","","","","Highlanders","Highlanders","n/a","1073","","","","2004-01-30","1","2004-01-30","1","1","2004-11-30","3","2004","114","114","236","Ethiopia","530","4","22.1"
"4917","5527","1","FNI","Nationalist and Integrationist Front","Front Nationalist et Intégrationist","606","","","","PUSIC","Party for Unity and Safeguarding of the Integrity of Congo","Parti pour l'unité et la sauvegarde de l'intégrité du Congo","1075","","","","2003-03-04","1","2003-03-04","1","1","2003-07-15","1","2003","159","90","280","DR Congo (Zaire)","490","4","22.1"
"4918","5528","1","FNI","Nationalist and Integrationist Front","Front Nationalist et Intégrationist","606","","","","UPC","Union of Congolese Patriots","Union des Patriotes Congolais","1076","","","","2003-06-06","1","2003-06-11","1","1","2003-08-31","5","2003","289","289","328","DR Congo (Zaire)","490","4","22.1"
"4919","5529","1","FNI, FRPI","Nationalist and Integrationist Front, Patriotic Force of Resistance in Ituri","Force de résistance patriotique en Ituri, Front Nationalist et Intégrationist","3847","606, 1077","Government of Uganda","500","UPC","Union of Congolese Patriots","Union des Patriotes Congolais","1076","","","","2003-03-06","1","2003-03-06","1","1","2003-05-26","1","2003","273","273","1102","DR Congo (Zaire)","490","4","22.1"
"4920","5530","1","RCD-K-ML","Congolese Rally for Democracy-Kisangani-Liberation Movement","Rassemblement Congolais pour la Démocratie-Kisangani-Mouvement de libération","789","","","","UPC","Union of Congolese Patriots","Union des Patriotes Congolais","1076","","","","2002-08-14","3","2002-08-14","3","1","2002-12-03","1","2002","216","216","216","DR Congo (Zaire)","490","4","22.1"
"4921","5531","3","Suri","Suri","Suri","688","","","","Tishana-Me’en","Tishana-Me’en","Tishana-Me’en","1078","","","","2001-12-31","5","2001-12-31","5","1","2001-12-31","5","2001","34","34","34","Ethiopia","530","4","22.1"
"4923","5533","3","Geri","Geri","Geri","1027","","","","Makahin","Makahin","Makahin","1081","","","","2001-06-30","3","2001-06-30","3","1","2001-06-30","3","2001","32","32","32","Ethiopia","530","4","22.1"
"4924","5534","3","Borana","Borana","Borana","591","","","","Gabra","Gabra","Gabra","609","","","","1992-04-30","3","2005-07-12","1","0","","","2005","68","68","95","Kenya","501","4","22.1"
"4924","5534","3","Borana","Borana","Borana","591","","","","Gabra","Gabra","Gabra","609","","","","1992-04-30","3","2005-07-12","1","0","","","2006","74","74","74","Kenya","501","4","22.1"
"4924","5534","3","Borana","Borana","Borana","591","","","","Gabra","Gabra","Gabra","609","","","","1992-04-30","3","2005-07-12","1","1","2007-02-11","2","2007","27","27","27","Ethiopia, Kenya","501, 530","4","22.1"
"4924","5534","3","Borana","Borana","Borana","591","","","","Gabra","Gabra","Gabra","609","","","","1992-04-30","3","2012-01-28","2","1","2012-01-28","2","2012","27","27","31","Kenya","501","4","22.1"
"4924","5534","3","Borana","Borana","Borana","591","","","","Gabra","Gabra","Gabra","609","","","","1992-04-30","3","2019-08-25","1","1","2019-08-25","1","2019","44","39","46","Kenya","501","4","22.1"
"4924","5534","3","Borana","Borana","Borana","591","","","","Gabra","Gabra","Gabra","609","","","","1992-04-30","3","2021-12-18","1","0","","0","2021","25","25","25","Kenya","501","4","22.1"
