region,country,dyad_name,latitude,longitude,qty_conf,death_total,deaths_civilians
Middle East,Syria,Government of Syria - Syrian insurgents,36.165949,36.864532,1,5,2
Middle East,Syria,Government of Syria - Syrian insurgents,36.168273,36.984502,26,75,58
Middle East,Syria,Government of Syria - Syrian insurgents,36.16955,36.58065,1,4,4
Middle East,Syria,Government of Syria - Syrian insurgents,36.17135,37.03907,14,31,24
Middle East,Syria,Government of Syria - Syrian insurgents,36.175,37.439722,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.17565,37.22796,1,2,2
Middle East,Syria,Government of Syria - Syrian insurgents,36.17965,36.95323,5,32,32
Middle East,Syria,Government of Syria - Syrian insurgents,36.180556,37.224167,3,8,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.185527,36.722308,10,48,45
Middle East,Syria,Government of Syria - Syrian insurgents,36.19868,36.86977,5,17,16
Middle East,Syria,Government of Syria - Syrian insurgents,36.200948,37.05345,6,16,12
Middle East,Syria,Government of Syria - Syrian insurgents,36.201241,37.161173,680,5202,3017
Middle East,Syria,Government of Syria - Syrian insurgents,36.204026,36.995269,2,16,16
Middle East,Syria,Government of Syria - Syrian insurgents,36.211756,36.520776,4,3,2
Middle East,Syria,Government of Syria - Syrian insurgents,36.21252,36.76978,3,17,16
Middle East,Syria,Government of Syria - Syrian insurgents,36.215999,36.689916,1,2,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.216667,37.020833,9,26,16
Middle East,Syria,Government of Syria - Syrian insurgents,36.218103,36.976891,1,4,4
Middle East,Syria,Government of Syria - Syrian insurgents,36.2183,36.94656,12,57,50
Middle East,Syria,Government of Syria - Syrian insurgents,36.22076,37.00215,2,7,7
Middle East,Syria,Government of Syria - Syrian insurgents,36.225442,36.706988,1,28,6
Middle East,Syria,Government of Syria - Syrian insurgents,36.22832,36.91678,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.228333,36.976944,4,24,22
Middle East,Syria,Government of Syria - Syrian insurgents,36.22863,36.8156,7,48,36
Middle East,Syria,Government of Syria - Syrian insurgents,36.22932,37.41135,1,4,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.231111,37.008611,2,13,13
Middle East,Syria,Government of Syria - Syrian insurgents,36.237222,36.940278,2,9,7
Middle East,Syria,Government of Syria - Syrian insurgents,36.24671,37.01079,4,6,2
Middle East,Syria,Government of Syria - Syrian insurgents,36.25,37.616667,72,202,13
Middle East,Syria,Government of Syria - Syrian insurgents,36.25218,37.05398,14,30,24
Middle East,Syria,Government of Syria - Syrian insurgents,36.25238,36.80091,1,5,5
Middle East,Syria,Government of Syria - Syrian insurgents,36.2526,37.0791,58,128,113
Middle East,Syria,Government of Syria - Syrian insurgents,36.25903,37.18467,1,4,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.2643,36.94941,14,37,26
Middle East,Syria,Government of Syria - Syrian insurgents,36.264939,37.018648,18,52,46
Middle East,Syria,Government of Syria - Syrian insurgents,36.27,37.256944,1,2,2
Middle East,Syria,Government of Syria - Syrian insurgents,36.27089,37.00017,7,12,12
Middle East,Syria,Government of Syria - Syrian insurgents,36.273055,37.130555,45,215,1
Middle East,Syria,Government of Syria - Syrian insurgents,36.28247,36.85216,32,72,49
Middle East,Syria,Government of Syria - Syrian insurgents,36.286111,37.190833,1,2,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.287,37.0833,58,133,101
Middle East,Syria,Government of Syria - Syrian insurgents,36.28888,37.16086,24,114,6
Middle East,Syria,Government of Syria - Syrian insurgents,36.29353,37.04466,50,116,91
Middle East,Syria,Government of Syria - Syrian insurgents,36.296077,37.257082,1,2,2
Middle East,Syria,Government of Syria - Syrian insurgents,36.310924,36.942558,1,10,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.31476,37.10516,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.316,36.9969,10,35,1
Middle East,Syria,Government of Syria - Syrian insurgents,36.32417,37.05886,32,87,76
Middle East,Syria,Government of Syria - Syrian insurgents,36.32792,37.12265,8,23,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.33273,36.91675,1,1,1
Middle East,Syria,Government of Syria - Syrian insurgents,36.336388,37.146944,2,22,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.340935,37.052109,11,15,4
Middle East,Syria,Government of Syria - Syrian insurgents,36.346611,37.092139,7,249,3
Middle East,Syria,Government of Syria - Syrian insurgents,36.35,37.13333,1,2,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.35445,37.17684,1,2,2
Middle East,Syria,Government of Syria - Syrian insurgents,36.358583,37.010667,14,198,15
Middle East,Syria,Government of Syria - Syrian insurgents,36.366944,37.103056,1,3,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.369722,37.514925,1,2,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.375556,36.994167,6,21,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.38032,37.074404,5,44,13
Middle East,Syria,Government of Syria - Syrian insurgents,36.38083,37.56502,3,8,8
Middle East,Syria,Government of Syria - Syrian insurgents,36.38711,37.0245,1,2,1
Middle East,Syria,Government of Syria - Syrian insurgents,36.398914,37.111189,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.399632,37.144054,3,16,7
Middle East,Syria,Government of Syria - Syrian insurgents,36.41308,37.04483,1,4,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.4201,37.07461,1,15,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.4225,37.006667,1,2,2
Middle East,Syria,Government of Syria - Syrian insurgents,36.426667,37.1125,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.43274,37.56857,1,4,4
Middle East,Syria,Government of Syria - Syrian insurgents,36.447222,37.671944,16,25,6
Middle East,Syria,Government of Syria - Syrian insurgents,36.473333,37.037222,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.473333,37.097222,7,15,11
Middle East,Syria,Government of Syria - Syrian insurgents,36.476922,37.518625,20,85,9
Middle East,Syria,Government of Syria - Syrian insurgents,36.479023,37.145742,2,9,9
Middle East,Syria,Government of Syria - Syrian insurgents,36.48259,37.19709,6,11,8
Middle East,Syria,Government of Syria - Syrian insurgents,36.504167,37.026111,2,9,7
Middle East,Syria,Government of Syria - Syrian insurgents,36.512514,37.33446,1,1,1
Middle East,Syria,Government of Syria - Syrian insurgents,36.513306,36.863656,3,19,15
Middle East,Syria,Government of Syria - Syrian insurgents,36.525556,37.048889,4,14,3
Middle East,Syria,Government of Syria - Syrian insurgents,36.52765,37.19883,1,3,3
Middle East,Syria,Government of Syria - Syrian insurgents,36.528153,37.954954,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.5361,37.1175,4,7,7
Middle East,Syria,Government of Syria - Syrian insurgents,36.54277,36.99194,1,2,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.551056,37.018678,1,1,1
Middle East,Syria,Government of Syria - Syrian insurgents,36.564876,37.210466,2,5,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.585896,37.04565,10,23,5
Middle East,Syria,Government of Syria - Syrian insurgents,36.61206,37.446828,1,1,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.632044,37.017854,1,2,0
Middle East,Syria,Government of Syria - Syrian insurgents,36.65682,37.85048,1,1,1
Middle East,Syria,Government of Syria - Syrian insurgents,36.6575,37.2125,1,1,1
Middle East,Syria,Government of Syria - Syrian insurgents,36.687222,37.998056,1,2,2
Middle East,Syria,Government of Syria - Syrian insurgents,36.8175,38.011111,1,1,1
Middle East,Syria,Government of Turkey - IS,35.0,38.0,1,2,0
Middle East,Syria,Government of Turkey - IS,36.0,39.0,11,65,0
Middle East,Syria,Government of Turkey - IS,36.057565,40.734784,1,12,11
Middle East,Syria,Government of Turkey - IS,36.066867,37.917346,1,3,3
Middle East,Syria,Government of Turkey - IS,36.25,37.616667,1,1,0
Middle East,Syria,Government of Turkey - IS,36.309459,37.532774,2,59,0
Middle East,Syria,Government of Turkey - IS,36.315642,36.662234,1,2,0
Middle East,Syria,Government of Turkey - IS,36.34734,37.530185,1,5,5
Middle East,Syria,Government of Turkey - IS,36.369722,37.514925,31,557,124
Middle East,Syria,Government of Turkey - IS,36.37,37.5025,1,4,0
Middle East,Syria,Government of Turkey - IS,36.38083,37.56502,2,21,8
Middle East,Syria,Government of Turkey - IS,36.40888,37.40468,1,2,0
Middle East,Syria,Government of Turkey - IS,36.40929,37.57825,1,5,0
Middle East,Syria,Government of Turkey - IS,36.445915,37.344653,1,19,19
Middle East,Syria,Government of Turkey - IS,36.476922,37.518625,1,7,0
Middle East,Syria,Government of Turkey - IS,36.49986,37.183823,1,14,0
Middle East,Syria,Government of Turkey - IS,36.542114,37.324766,1,24,0
Middle East,Syria,Government of Turkey - IS,36.564876,37.210466,1,3,3
Middle East,Syria,Government of Turkey - IS,36.586111,37.4275,1,3,0
Middle East,Syria,Government of Turkey - IS,36.598995,37.669182,2,23,0
Middle East,Syria,Government of Turkey - IS,36.61206,37.446828,2,4,0
Middle East,Syria,Government of Turkey - IS,36.6575,37.2125,1,8,0
Middle East,Syria,Government of Turkey - IS,36.661389,37.620556,1,1,0
Middle East,Syria,Government of Turkey - IS,36.687222,37.998056,1,24,20
Middle East,Syria,Government of Turkey - IS,36.7,38.95,1,104,0
Middle East,Syria,Government of Turkey - IS,36.74211,38.011,1,15,15
Middle East,Syria,Government of Turkey - IS,36.8175,38.011111,3,4,2
Middle East,Syria,Hawar Kilis Operations Room - IS,35.80776,37.25378,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,35.963158,38.035566,1,2,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.0,37.2,4,6,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.06056,37.851,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.135556,36.7875,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.17135,37.03907,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.172653,37.83595,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.183069,37.266012,3,0,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.19868,36.86977,2,3,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.225442,36.706988,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.24671,37.01079,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.25,37.616667,3,16,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.2526,37.0791,1,0,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.273055,37.130555,1,11,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.28247,36.85216,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.287,37.0833,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.28888,37.16086,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.309459,37.532774,2,2,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.315642,36.662234,1,29,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.369643,37.441064,1,2,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.369722,37.514925,18,52,23
Middle East,Syria,Hawar Kilis Operations Room - IS,36.38711,37.0245,2,2,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.40888,37.40468,1,2,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.418186,37.485024,1,7,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.43274,37.56857,5,12,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.43371,37.35553,1,2,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.445915,37.344653,3,8,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.46587,37.29282,2,5,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.473333,37.097222,8,11,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.476922,37.518625,32,83,1
Middle East,Syria,Hawar Kilis Operations Room - IS,36.479023,37.145742,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.48171,37.34886,1,2,2
Middle East,Syria,Hawar Kilis Operations Room - IS,36.48259,37.19709,24,129,32
Middle East,Syria,Hawar Kilis Operations Room - IS,36.499722,37.439444,2,4,3
Middle East,Syria,Hawar Kilis Operations Room - IS,36.49986,37.183823,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.50314,37.248385,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.512514,37.33446,5,81,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.517817,37.270653,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.52,37.27,1,0,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.525556,37.048889,2,1,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.52765,37.19883,11,22,4
Middle East,Syria,Hawar Kilis Operations Room - IS,36.528153,37.954954,3,4,1
Middle East,Syria,Hawar Kilis Operations Room - IS,36.5325,37.448611,1,6,6
Middle East,Syria,Hawar Kilis Operations Room - IS,36.5361,37.1175,5,5,3
Middle East,Syria,Hawar Kilis Operations Room - IS,36.538648,37.267985,4,52,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.542114,37.324766,3,22,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.5562,37.08881,5,11,5
Middle East,Syria,Hawar Kilis Operations Room - IS,36.5563,37.63915,1,0,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.563912,37.274817,2,64,14
Middle East,Syria,Hawar Kilis Operations Room - IS,36.564876,37.210466,3,5,4
Middle East,Syria,Hawar Kilis Operations Room - IS,36.565324,37.249853,1,2,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.56661,37.16275,4,9,8
Middle East,Syria,Hawar Kilis Operations Room - IS,36.57086,37.1493,1,1,1
Middle East,Syria,Hawar Kilis Operations Room - IS,36.57699,37.76339,1,5,5
Middle East,Syria,Hawar Kilis Operations Room - IS,36.580612,37.570891,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.585896,37.04565,15,69,13
Middle East,Syria,Hawar Kilis Operations Room - IS,36.589,38.34,3,3,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.595517,37.331877,1,5,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.601667,37.357222,2,9,3
Middle East,Syria,Hawar Kilis Operations Room - IS,36.61206,37.446828,17,68,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.617222,37.266667,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.625556,37.233056,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.631,37.18393,6,14,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.63321,37.21351,1,5,5
Middle East,Syria,Hawar Kilis Operations Room - IS,36.633611,37.405833,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.63382,37.28854,6,14,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.638333,37.390833,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.64344,37.124351,1,2,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.6497,37.18092,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.6575,37.2125,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.657759,37.324335,1,5,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.677222,37.754444,1,3,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.721111,37.823611,1,3,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.741944,37.89,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - IS,36.8175,38.011111,6,8,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.045003,37.021558,1,2,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.057565,40.734784,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.066867,37.917346,1,8,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.25,37.616667,1,3,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.376926,36.837327,1,12,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.413333,37.284444,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.41502,37.29023,1,16,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.443611,37.248056,1,2,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.47296,37.72113,2,3,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.473333,37.097222,2,3,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.476922,37.518625,1,3,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.479023,37.145742,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.48259,37.19709,6,55,4
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.49986,37.183823,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.513306,36.863656,1,2,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.517196,37.654336,1,2,2
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.524839,37.686419,3,7,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.52484,37.07789,1,62,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.52765,37.19883,1,1,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.5361,37.1175,1,1,1
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.548912,36.792947,5,11,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.551056,37.018678,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.5562,37.08881,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.585896,37.04565,2,6,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.589,38.34,1,2,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.61206,37.446828,1,6,6
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.7025,38.020278,1,34,24
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.74211,38.011,1,4,0
Middle East,Syria,Hawar Kilis Operations Room - SDF,36.8175,38.011111,2,2,0
Middle East,Syria,IS - Civilians,32.82119,35.99506,1,19,19
Middle East,Syria,IS - Civilians,32.85,36.21667,2,2,2
Middle East,Syria,IS - Civilians,33.46397,36.32075,1,1,1
Middle East,Syria,IS - Civilians,33.464028,36.304444,1,1,1
Middle East,Syria,IS - Civilians,33.513364,36.291575,1,1,1
Middle East,Syria,IS - Civilians,33.641944,36.692778,5,6,6
Middle East,Syria,IS - Civilians,33.8,36.433333,1,1,1
Middle East,Syria,IS - Civilians,34.24168,37.05843,1,1,1
Middle East,Syria,IS - Civilians,34.42401,38.6458,1,5,5
Middle East,Syria,IS - Civilians,34.438625,40.969721,1,1,1
Middle East,Syria,IS - Civilians,34.45,40.918611,20,45,45
Middle East,Syria,IS - Civilians,34.48,39.09,1,2,2
Middle East,Syria,IS - Civilians,34.5624,38.28402,1,1,1
Middle East,Syria,IS - Civilians,34.720956,40.755031,2,9,9
Middle East,Syria,IS - Civilians,34.78333,37.4,1,3,3
Middle East,Syria,IS - Civilians,34.8139,40.706,3,10,10
Middle East,Syria,IS - Civilians,34.81521,37.08677,1,13,13
Middle East,Syria,IS - Civilians,34.824883,40.673989,1,4,4
Middle East,Syria,IS - Civilians,34.829167,40.699444,1,3,3
Middle East,Syria,IS - Civilians,34.85305,40.59987,1,1,1
Middle East,Syria,IS - Civilians,34.856496,40.304136,1,1,1
Middle East,Syria,IS - Civilians,34.86033,36.88104,1,2,2
Middle East,Syria,IS - Civilians,34.88902,35.88659,1,48,48
Middle East,Syria,IS - Civilians,34.92133,40.56007,4,4,4
Middle East,Syria,IS - Civilians,34.95629,40.54139,2,2,2
Middle East,Syria,IS - Civilians,35.0,38.0,3,19,19
Middle East,Syria,IS - Civilians,35.02089,40.453455,16,25,25
Middle East,Syria,IS - Civilians,35.0431,37.46442,1,2,2
Middle East,Syria,IS - Civilians,35.04754,40.4897,1,1,1
Middle East,Syria,IS - Civilians,35.055953,40.417025,2,4,4
Middle East,Syria,IS - Civilians,35.12003,40.40713,1,2,2
Middle East,Syria,IS - Civilians,35.150931,40.391468,1,1,1
Middle East,Syria,IS - Civilians,35.155556,40.425833,1,1,1
Middle East,Syria,IS - Civilians,35.166667,40.283333,11,26,25
Middle East,Syria,IS - Civilians,35.17,41.01,1,1,0
Middle East,Syria,IS - Civilians,35.23349,40.3166,2,3,3
Middle East,Syria,IS - Civilians,35.254444,40.352778,3,4,4
Middle East,Syria,IS - Civilians,35.274514,40.319046,1,1,1
Middle East,Syria,IS - Civilians,35.297918,40.236533,2,16,16
Middle East,Syria,IS - Civilians,35.30088,40.28916,2,3,3
Middle East,Syria,IS - Civilians,35.335876,40.140844,10,31,31
Middle East,Syria,IS - Civilians,35.34169,40.19897,2,7,7
Middle East,Syria,IS - Civilians,35.35252,40.17391,1,1,1
Middle East,Syria,IS - Civilians,35.361508,35.921702,1,137,137
Middle East,Syria,IS - Civilians,35.36445,40.11824,1,1,1
Middle East,Syria,IS - Civilians,35.38411,40.1362,1,2,2
Middle East,Syria,IS - Civilians,35.386111,40.209444,1,20,0
Middle East,Syria,IS - Civilians,35.386671,40.086365,1,2,2
Middle East,Syria,IS - Civilians,35.401774,40.120814,1,2,2
Middle East,Syria,IS - Civilians,35.447298,40.052847,1,1,1
Middle East,Syria,IS - Civilians,35.47033,39.93722,2,3,3
Middle East,Syria,IS - Civilians,35.47279,40.00401,4,4,4
Middle East,Syria,IS - Civilians,35.514722,39.948889,1,2,2
Middle East,Syria,IS - Civilians,35.629167,39.788056,1,1,1
Middle East,Syria,IS - Civilians,35.755203,39.59835,1,1,1
Middle East,Syria,IS - Civilians,35.766667,36.666667,1,2,2
Middle East,Syria,IS - Civilians,35.771944,39.636111,1,1,1
Middle East,Syria,IS - Civilians,35.814928,39.259683,1,1,1
Middle East,Syria,IS - Civilians,35.8367,38.5481,6,7,7
Middle East,Syria,IS - Civilians,35.839168,38.742877,1,1,1
Middle East,Syria,IS - Civilians,35.952829,39.007879,30,49,49
Middle East,Syria,IS - Civilians,35.953056,38.911389,1,2,2
Middle East,Syria,IS - Civilians,35.963158,38.035566,3,3,3
Middle East,Syria,IS - Civilians,35.996944,38.973611,1,1,1
Middle East,Syria,IS - Civilians,36.0,38.933333,12,36,36
Middle East,Syria,IS - Civilians,36.057565,40.734784,1,1,1
Middle East,Syria,IS - Civilians,36.13895,36.82499,1,1,1
Middle East,Syria,IS - Civilians,36.16054,38.23337,2,2,2
Middle East,Syria,IS - Civilians,36.25,37.616667,1,1,1
Middle East,Syria,IS - Civilians,36.29,39.1,1,1,1
Middle East,Syria,IS - Civilians,36.369722,37.514925,8,44,44
Middle East,Syria,IS - Civilians,36.43274,37.56857,1,2,2
Middle East,Syria,IS - Civilians,36.476922,37.518625,1,2,2
Middle East,Syria,IS - Civilians,36.48259,37.19709,1,1,1
Middle East,Syria,IS - Civilians,36.515278,37.486389,1,14,14
Middle East,Syria,IS - Civilians,36.525,37.511389,1,4,4
Middle East,Syria,IS - Civilians,36.528153,37.954954,15,40,38
Middle East,Syria,IS - Civilians,36.529166,39.076388,2,19,19
Middle East,Syria,IS - Civilians,36.5361,37.1175,2,34,34
Middle East,Syria,IS - Civilians,36.564876,37.210466,3,9,9
Middle East,Syria,IS - Civilians,36.589,38.34,1,3,3
Middle East,Syria,IS - Civilians,36.605279,37.87611,1,24,24
Middle East,Syria,IS - Civilians,36.61206,37.446828,1,2,2
Middle East,Syria,IS - Civilians,36.697508,38.956658,3,3,3
Middle East,Syria,IS - Civilians,36.8175,38.011111,1,1,1
Middle East,Syria,IS - Jabhat Fateh al-Sham,32.751111,36.305278,1,1,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,32.7512,35.9107,1,1,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,32.773706,35.885239,1,1,1
Middle East,Syria,IS - Jabhat Fateh al-Sham,32.83395,35.96973,1,4,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,32.836841,36.037281,1,2,2
Middle East,Syria,IS - Jabhat Fateh al-Sham,32.85,36.21667,1,5,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,33.01797,36.12806,1,1,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,33.050114,35.896324,1,6,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,33.513364,36.291575,8,28,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,33.62,36.13,1,4,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,33.67382,36.123,1,4,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,33.72,36.89,1,2,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,33.92,37.21,1,4,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,34.726818,36.723391,1,4,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,34.8836,40.60273,1,2,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,34.926532,36.732381,1,1,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,35.0,38.0,1,0,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,35.155556,40.425833,1,1,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,35.36821,39.67632,1,1,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,35.420368,40.057334,1,1,0
Middle East,Syria,IS - Jabhat Fateh al-Sham,35.47033,39.93722,1,1,0
Middle East,Syria,IS - Jaysh al-Islam,33.521311,36.364316,1,2,0
Middle East,Syria,IS - Jaysh al-Islam,33.641944,36.692778,1,7,3
Middle East,Syria,IS - NSA,33.489518,38.656978,1,4,0
Middle East,Syria,IS - NSA,34.42401,38.6458,1,5,5
Middle East,Syria,IS - NSA,34.45,40.918611,1,2,0
Middle East,Syria,IS - NSA,34.481944,40.8975,1,4,0
Middle East,Syria,IS - NSA,34.540762,40.519662,1,5,0
Middle East,Syria,IS - NSA,34.780624,40.721539,1,1,0
Middle East,Syria,IS - NSA,35.401774,40.120814,1,3,0
Middle East,Syria,IS - NSA,35.447298,40.052847,1,1,0
Middle East,Syria,"IS - Nour al-Din Zenki, Sham Legion",36.315642,36.662234,1,32,0
Middle East,Syria,IS - SDF,33.641944,36.692778,1,1,0
Middle East,Syria,IS - SDF,34.45,40.918611,1,1,0
Middle East,Syria,IS - SDF,34.618056,40.454722,1,2,2
Middle East,Syria,IS - SDF,34.906389,40.833889,1,4,0
Middle East,Syria,IS - SDF,34.92133,40.56007,1,2,0
Middle East,Syria,IS - SDF,35.0,38.0,2,4,0
Middle East,Syria,IS - SDF,35.02089,40.453455,1,2,2
Middle East,Syria,IS - SDF,35.055953,40.417025,1,1,0
Middle East,Syria,IS - SDF,35.166667,40.283333,1,3,0
Middle East,Syria,IS - SDF,35.401774,40.120814,1,4,0
Middle East,Syria,IS - SDF,35.711389,40.723611,1,4,0
Middle East,Syria,IS - SDF,35.71286,37.28653,1,9,0
Middle East,Syria,IS - SDF,35.761668,40.768923,4,7,3
Middle East,Syria,IS - SDF,35.787114,40.819198,2,8,8
Middle East,Syria,IS - SDF,35.798425,38.345496,1,7,0
Middle East,Syria,IS - SDF,35.81096,41.02632,1,2,0
Middle East,Syria,IS - SDF,35.8367,38.5481,6,46,7
Middle East,Syria,IS - SDF,35.839168,38.742877,1,1,1
Middle East,Syria,IS - SDF,35.84,38.75,1,2,0
Middle East,Syria,IS - SDF,35.84,40.93,2,7,0
Middle East,Syria,IS - SDF,35.8917,40.84569,2,8,0
Middle East,Syria,IS - SDF,35.8969,38.48101,5,25,11
Middle East,Syria,IS - SDF,35.897222,40.818611,1,1,1
Middle East,Syria,IS - SDF,35.9019,40.88726,2,8,3
